origen,nombre,tipo,bytes,fecha,destino,nota
~/Downloads,Brief-11.jpg,jpg,10728333,2026-08-06,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Brief-15.jpg,jpg,5389857,2026-08-06,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,Brief_Dani_Retargeting_Carrito_Rosanta.md (1).docx,docx,11075,2026-07-23,~/Rosanta OS/05_Marketing_OS/Contenido_y_Calendario,Brief / calendario de contenido
~/Downloads,Brief_Dani_Retargeting_Carrito_Rosanta.md.docx,docx,11075,2026-07-23,~/Rosanta OS/05_Marketing_OS/Contenido_y_Calendario,Brief / calendario de contenido
~/Downloads,Business_Plan_Acatenango_v3.docx,docx,32412,2026-06-26,~/My Drive/PERSONAL/Acatenango_Aventuras,Proyecto Acatenango — ya existe carpeta
~/Downloads,CORSAGA_Anexo_Financiero_con_DPI (1).pdf.pdf,pdf,5376673,2026-06-19,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,CORSAGA_Anexo_Financiero_con_DPI.pdf,pdf,1727079,2026-06-19,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,CTA (1).jpg,jpg,2072583,2026-08-04,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,CTA.jpg,jpg,2155645,2026-06-23,~/Rosanta OS/05_Marketing_OS/Marca_y_Assets/Piezas,Foto / pieza gráfica
~/Downloads,CV_Ivan_Orozco_Torres_FINAL_2 (1)-compressed.pdf,pdf,196126,2026-06-16,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,CV_Ivan_Orozco_Torres_FINAL_2 (1)-compressed.pdf.pdf,pdf,1567390,2026-06-16,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,CV_Ivan_Orozco_Torres_FINAL_2.pdf,pdf,469812,2026-06-15,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Campaign report (1).csv,csv,1062,2026-07-06,~/Rosanta OS/05_Marketing_OS/Pauta_Meta_y_CAC,Reporte de pauta
~/Downloads,Campaign report (2).csv,csv,1038,2026-07-13,~/Rosanta OS/05_Marketing_OS/Pauta_Meta_y_CAC,Reporte de pauta
~/Downloads,Campaign report.csv,csv,2078,2026-06-30,~/Rosanta OS/05_Marketing_OS/Pauta_Meta_y_CAC,Reporte de pauta
~/Downloads,Canvas Rosanta.pdf,pdf,16261547,2026-07-10,~/Rosanta OS/01_Business_Fundamentals,Business Fundamentals
~/Downloads,Canvas SIC.pdf,pdf,16261547,2026-07-10,~/My Drive/PERSONAL/SIC,Proyecto SIC — fuera de Rosanta
~/Downloads,Carta Banco - BAC Compra   (1).pdf,pdf,293588,2026-06-29,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Carta Banco - BAC Compra  .docx,docx,584334,2026-06-29,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Carta Banco - BAC Compra  .pdf,pdf,293419,2026-06-29,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Carta de autorización de migración sv.pdf,pdf,19982,2026-08-13,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Carta_Cocteles (A5).pdf.pdf,pdf,226757,2026-08-13,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS,Carta / menú vigente
~/Downloads,Carta_Vinos (6 x 10 in) (A5).pdf.pdf,pdf,176333,2026-08-13,~/Rosanta OS/04_Profit_OS/Carta_y_Precios_POS,Carta / menú vigente
~/Downloads,Carta_autorizacion_migracion_PosFile_Rosanta_firmada.pdf,pdf,7834595,2026-08-13,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Censo_Turismo_Aventura_Guatemala_2026.pdf,pdf,174208,2026-06-18,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,"ChatGPT Image 8 jul 2026, 14_02_25.png",png,3662346,2026-07-08,~/Rosanta OS/_Inbox/Revisar_Imagenes,Imagen/archivo sin contexto - clasificar manualmente
~/Downloads,Checklist_de_Accountability_-_Mes_del_Guerrero.pdf,pdf,32702,2026-07-12,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Consulta_2940.2357452036144.zip,zip,2179672,2026-08-20,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Consulta_2971.5335401226093.zip,zip,1285441,2026-08-20,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Consulta_3151.1189533735383.zip,zip,2862362,2026-08-24,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Consulta_3323.617355689589.zip,zip,1789873,2026-08-24,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Consulta_4642.038329360735.zip,zip,1395030,2026-08-20,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Consulta_5624.295444560191.zip,zip,2915862,2026-08-20,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Consulta_7440.861820757702.zip,zip,1396455,2026-08-20,~/Rosanta OS/03_Finance_Data_OS/Bancos_y_Conciliaciones/3_Bancos,Estado / movimiento bancario
~/Downloads,Contrato_Consultoria_SafeTour_INGUAT.docx,docx,19065,2026-06-18,~/My Drive/PERSONAL/SafeTour_INGUAT,Consultoría SafeTour/INGUAT — fuera de Rosanta
~/Downloads,Copy of (1.3) Logins & Tools Database - The Scaling Engine OS.xlsx,xlsx,8860,2026-08-11,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (1.5) Management Level Audit - The Scaling Engine OS.xlsx,xlsx,9425,2026-08-11,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (1.8) Five-Number P&L Extraction - The Scaling Engine OS.xlsx,xlsx,8617,2026-08-11,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.10) Meeting Rhythms - The Scaling Engine OS.xlsx,xlsx,8994,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.11) Manager Development Pathway - The Scaling Engine OS.xlsx,xlsx,9149,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.12) Process Map Audit - The Scaling Engine OS.xlsx,xlsx,8356,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.13) Opening & Closing Process Map - The Scaling Engine OS.xlsx,xlsx,20676,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.14) FOH Service Flow - The Scaling Engine OS.xlsx,xlsx,7539,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.15) BOH Production Flow - The Scaling Engine OS.xlsx,xlsx,9148,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.16) Hiring Pipeline - The Scaling Engine OS.xlsx,xlsx,9615,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.17) Advanced Process Mapping - The Scaling Engine OS.xlsx,xlsx,7604,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.2) Player Classification - The Scaling Engine OS.xlsx,xlsx,10609,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.3) Org Chart Template - The Scaling Engine OS.pptx,pptx,294756,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.4) Replacement Ladder - The Scaling Engine OS.xlsx,xlsx,9345,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.5) 7-Step Management System - Daily Scorecard - The Scaling Engine OS.xlsx,xlsx,10465,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.6) 3-Signal Control Panel - The Scaling Engine OS.xlsx,xlsx,9230,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.8) Overseas Hiring Playbook - The Scaling Engine OS.xlsx,xlsx,8910,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Copy of (2.9) Future Org Chart - The Scaling Engine OS.xlsx,xlsx,10599,2026-07-14,~/Rosanta OS/_Templates/Scaling_Engine_OS,Plantilla del método (1.x / 2.x)
~/Downloads,Corsaga S.A - Nombramiento Administrador Único (Juan Lemus) 2026.pdf,pdf,2484655,2026-06-29,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Costeo_Barra_Rosanta_13Ago2026.html,html,81273,2026-08-12,~/Rosanta OS/04_Profit_OS/Costeo,Costeo de barra
~/Downloads,Cotizacion_Desayuno_BabyShower_27Jun2026.pdf,pdf,271935,2026-07-01,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Estratego_Almuerzo_2Jul2026.pdf,pdf,272404,2026-06-12,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Filantropis_Almuerzo_29Jun2026.pdf,pdf,275702,2026-06-22,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Madelin.pdf,pdf,275360,2026-06-15,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Meylin_Luna_Cumple_24Jun2026.pdf,pdf,1154043,2026-06-23,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_AICSA_Coctel_2Sep2026 (1).pdf,pdf,1400489,2026-07-21,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_AICSA_Coctel_2Sep2026 (2).pdf,pdf,1400636,2026-08-02,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_AICSA_Coctel_2Sep2026.pdf,pdf,1400495,2026-07-21,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_AbigailEstrada_BodaCivil.pdf,pdf,1400551,2026-07-21,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Adris_AniversarioBoda_20Mar2027.pdf,pdf,1405677,2026-08-02,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Adris_AniversarioBoda_Marzo2027.pdf,pdf,1405150,2026-07-13,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Aicasa_CenaCorporativa_2Sep2026.pdf,pdf,1400260,2026-07-20,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_AniesaRavinder_WelcomeEvent_7May2027.pdf,pdf,1400273,2026-07-30,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Boda_Jacob_y_Raquel_20Feb2027.pdf,pdf,1112895,2026-06-23,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_CindyGuzman_Graduacion_5Sep2026.pdf,pdf,1403994,2026-06-24,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_DianaSciarrillo_BrunchBuffet_11Jul2026 (1).pdf,pdf,1403997,2026-07-01,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_DianaSciarrillo_BrunchBuffet_11Jul2026 (2).pdf,pdf,1404002,2026-07-07,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_DianaSciarrillo_BrunchBuffet_11Jul2026 (3).pdf,pdf,1404002,2026-07-07,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_DianaSciarrillo_BrunchBuffet_11Jul2026.pdf,pdf,1404097,2026-07-01,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Fernanda_Orellana_ParaCompartir_10Ago2026.pdf,pdf,2735980,2026-08-10,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Krystal_FiestaBienvenida_9Nov2026.pdf,pdf,1400268,2026-08-04,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Krystal_MenuServido_9Nov2026.pdf,pdf,1401006,2026-08-04,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_Krystal_MenuServido_Bebidas_9Nov2026.pdf,pdf,1401925,2026-08-05,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_LourenKriston_WelcomeEvent_21May2027.pdf,pdf,1400719,2026-07-15,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MarianelaInteriano_Categorica_Final_TapasBarraLibre_12Ago2026.pdf,pdf,1401002,2026-08-10,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MelanieChen_Boda_15Ago2026.pdf,pdf,1403631,2026-08-02,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MiguelVanessa_FiestaBienvenida_6Nov2026.pdf,pdf,1403607,2026-07-13,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MollieClarisa_EventoPrivado_NovDic2026.pdf,pdf,1401120,2026-08-05,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MonicaZelaya_PepsiCo_Final_TapasBarraLibre_PlatosCentro_12Ago2026.pdf,pdf,1400996,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MonicaZelaya_PepsiCo_ParaCompartir_12Ago2026.pdf,pdf,1400800,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_MonicaZelaya_PepsiCo_TapasBarraLibre_PlatosCentro_12Ago2026.pdf,pdf,1400977,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_NikitaAdam_Boda_6May2027.pdf,pdf,1404607,2026-07-20,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_OrlandoGuzman_Boda_27Feb2027.pdf,pdf,1403739,2026-07-15,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotizacion_Rosanta_VaniaRodas_Grupo47_5Dic2026.pdf,pdf,1403587,2026-07-13,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotización Angeles ,carpeta,313830,2026-07-03,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cotización Angeles .zip,zip,314404,2026-07-03,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Cotización de evento
~/Downloads,Cuestionario de Autoconocimiento.docx,docx,95300,2026-06-03,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Cuestionario del Ser.docx,docx,85566,2026-06-03,~/My Drive/PERSONAL/Mentoria_MOW,Mentoría personal
~/Downloads,Cumbre Cucurucho desde Veinticuatro de Junio.gpx,gpx,439755,2026-08-10,~/My Drive/PERSONAL/Trekking_Viajes,Personal — trekking/viajes
~/Downloads,D2F2BC80-6C44-4175-A323-934193C405E7.pdf,pdf,55489,2026-06-03,~/Rosanta OS/_Inbox/Revisar_Imagenes,Imagen/archivo sin contexto - clasificar manualmente
~/Downloads,D2F2BC80-6C44-4175-A323-934193C405E7.zip,zip,55667,2026-06-03,~/Rosanta OS/_Inbox/Revisar_Imagenes,Imagen/archivo sin contexto - clasificar manualmente
~/Downloads,DPI.pdf,pdf,764248,2026-06-19,~/Rosanta OS/00_Admin/Legal_CORSAGA,Legal CORSAGA
~/Downloads,Design - Boda .pdf.pdf,pdf,2882823,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
~/Downloads,Design - Boda.pdf,pdf,33487824,2026-08-06,~/Rosanta OS/05_Marketing_OS/Eventos_y_Cotizaciones,Menú de evento
